,lat,lon,pizzaPlaceTotal,pizzaRatingAvg
388,27.6386434,-80.49727359999997,94,4.17
389,38.9784453,-76.5921829,122,4.04
390,34.07537620000001,-84.3940899,147,4.19
391,39.0638705,-108.6506486,103,4.17
392,33.1506744,-96.9236116,158,4.22
393,39.9205411,-105.18665039999999,148,4.12
394,27.3364347,-82.63065269999997,116,4.15
395,44.058172799999994,-121.41530959999999,110,4.23
396,39.744655,-75.64839090000001,139,4.19
397,37.7257663,-122.25685539999999,168,4.23
398,38.971668900000004,-95.33525009999998,83,4.07
399,42.65257929999999,-73.8562317,122,4.06
400,25.790654,-80.23004549999999,137,4.16
401,30.508255100000003,-97.77889599999999,131,4.07
402,40.564978100000005,-111.9389726,133,4.05
403,32.7947731,-117.06252690000001,165,4.27
404,37.687924100000004,-122.57020790000001,134,4.24
405,32.776474900000004,-80.03105120000001,103,3.93
406,33.6638439,-118.0047429,150,4.37
407,33.7879139,-117.9531007,147,4.36
408,38.440428999999995,-122.8140548,97,4.16
409,43.5460223,-96.831265,76,3.96
410,35.0456297,-85.40968009999999,99,4.11
411,37.540724600000004,-77.53604809999999,127,4.09
412,40.760779299999996,-111.99104740000001,114,3.99
413,43.6150186,-116.3023137,94,4.23
414,27.767600800000004,-82.74029149999997,129,4.15
415,61.2180556,-150.00027780000002,79,4.05
416,21.3069444,-157.9583333,103,3.89
417,44.977753,-93.3650108,130,4.3
418,37.338208200000004,-121.98632859999998,116,4.29
419,39.9606643,-75.70548819999999,145,4.27
420,33.7748275,-84.39631229999999,136,4.15
421,35.913199600000006,-79.15584449999999,107,4.08
422,40.167206799999995,-105.20192749999998,86,4.0
423,30.627977,-96.43440679999999,77,3.91
424,48.7519112,-122.5786854,84,4.18
425,26.3683064,-80.2289321,145,4.27
426,46.78667189999999,-92.2004852,79,4.16
427,45.4888761,-122.90137709999999,131,4.27
428,33.596891299999996,-117.75815619999999,128,4.26
429,44.0121221,-92.5801989,96,4.15
430,34.18083920000001,-118.40896609999997,153,4.36
431,46.8771863,-96.8898034,80,3.96
432,37.9357576,-122.4477486,169,4.15
433,32.948333500000004,-96.82985190000001,157,4.23
434,39.78172130000001,-89.75014809999999,82,4.12
435,42.2808256,-83.84303779999999,124,4.13
436,37.9779776,-122.1310733,137,4.19
437,33.835849200000006,-118.44062879999998,164,4.29
438,37.6687665,-122.18099640000001,156,4.17
439,44.0520691,-123.18675359999997,75,4.13
440,34.1975048,-119.27705159999998,95,4.1
441,33.6594835,-118.09880259999998,164,4.34
442,34.1425078,-118.355075,142,4.39
443,33.494170399999994,-112.0260519,150,4.29
444,44.953702899999996,-93.18995779999999,131,4.24
445,38.040583700000006,-84.60371640000001,97,4.04
446,33.0198431,-96.79888559999999,155,4.25
447,38.8338816,-104.9213634,102,4.01
448,35.0843859,-106.75042199999999,105,4.12
449,32.715738,-117.2610838,122,4.37
450,38.88233400000001,-77.2710914,133,4.2
451,29.9012437,-81.41243409999997,93,4.28
452,38.029305900000004,-78.57667810000001,92,4.12
453,47.0378741,-123.00069509999999,82,4.16
454,37.484795500000004,-122.32814099999999,138,4.15
455,34.2103894,-77.9868117,85,4.1
456,34.28049229999999,-119.39451989999999,93,4.24
457,34.1477849,-118.24451549999999,157,4.36
458,33.6845673,-117.92650490000001,145,4.37
459,36.6777372,-121.75550129999999,90,4.06
460,38.9822282,-94.77079169999999,117,4.14
461,37.5485396,-122.088583,170,4.13
462,43.07305170000001,-89.5012302,97,3.99
463,37.804351399999994,-122.37116389999998,144,4.27
464,39.0997265,-94.67856669999999,138,4.09
465,45.5051064,-122.77502609999999,119,4.28
466,36.9741171,-122.1307963,86,4.22
467,34.4208305,-119.79819009999999,88,4.31
468,40.0149856,-105.3705456,119,3.98
469,42.373615799999996,-71.20973349999997,109,4.22
470,37.354107899999995,-122.05523559999999,124,4.27
471,47.6101497,-122.3015159,136,4.34
472,34.1705609,-118.93759369999998,121,4.22
473,40.5852602,-105.184423,88,4.0
474,40.233843799999995,-111.7585337,84,4.01
475,37.562991700000005,-122.42552539999998,155,4.17
476,37.368829999999996,-122.1363496,136,4.25
477,34.01945429999999,-118.5911912,164,4.31
478,37.7749295,-122.5194155,119,4.29
479,37.871522600000006,-122.37304199999998,154,4.24
480,38.879969700000004,-77.20676979999999,120,4.18
481,30.267153000000004,-97.84306079999999,112,4.18
482,35.686975200000006,-106.03779899999999,79,4.08
483,47.6062095,-122.43207079999998,105,4.38
484,26.142035800000002,-81.89481029999999,113,4.17
485,37.441883399999995,-122.2430195,134,4.19
